Key,Name,Disaster,Date,Cost,Deaths
45,Hurricane Andrew (August 1992),Tropical Cyclone,1992-08-27,60210,61
46,Hurricane Iniki (September 1992),Tropical Cyclone,1992-09-12,6882,7
47,Southeast Severe Weather (November 1992),Severe Storm,1992-11-23,1452,26
48,Northeast Winter Storm (December 1992),Winter Storm,1992-12-13,5487.4,19
49,East Coast Blizzard and Severe Weather (March 1993),Winter Storm,1993-03-14,12104.1,270
50,Southeast Drought and Heat Wave (Summer 1993),Drought,1993-08-31,2767.6,16
51,Midwest Flooding (Summer 1993),Flooding,1993-08-15,46113.9,48
52,Northern Plains and Ohio Valley Severe Weather (July 1993),Severe Storm,1993-07-10,1397.5,1
53,California Wildfires (Fall 1993),Wildfire,1993-11-30,2962.4,4
54,"Winter Storm, Cold Wave (January 1994)",Winter Storm,1994-01-20,2236.3,70
55,Southeast Ice Storm (February 1994),Winter Storm,1994-02-13,6414.5,9
56,Midwest/Plains Tornadoes (April 1994),Severe Storm,1994-04-27,2098.3,3
57,Western Fire Season (Summer-Fall 1994),Wildfire,1994-11-30,1537,0
58,Tropical Storm Alberto (July 1994),Tropical Cyclone,1994-07-10,2116.8,32
59,Texas Flooding (October 1994),Flooding,1994-10-25,2100,19
60,California Flooding (January-March 1995),Flooding,1995-03-31,5225,27
61,Texas Hail Storm (April 1995),Severe Storm,1995-04-28,1190.3,0
62,South Plains Severe Weather (May 1995),Severe Storm,1995-05-07,11302.1,32
63,"Central, Southern and Northeast Drought/Heat Wave (September 1995)",Drought,1995-09-30,2017.6,872
64,Hurricane Erin (August 1995),Tropical Cyclone,1995-08-07,1742.5,6
65,Hurricane Marilyn (September 1995),Tropical Cyclone,1995-09-17,4305,13
66,Hurricane Opal (October 1995),Tropical Cyclone,1995-10-06,9565.5,27
67,Blizzard/Floods (January 1996),Winter Storm,1996-01-31,6096.3,187
68,Pacific Northwest Severe Flooding (February 1996),Flooding,1996-02-12,2046.9,9
69,Southern Plains Drought (Spring-Summer 1996),Drought,1996-08-31,3636.7,0
70,Hurricane Fran (September 1996),Tropical Cyclone,1996-09-08,9963.9,37
71,New England Flooding (October 1996),Flooding,1996-10-22,1345.3,1
72,West Coast Flooding (December 1996-January 1997),Flooding,1997-01-11,5943.5,36
